0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,label
0.18764664899270245,0.0,0.4123959570263103,0.0,0.18764664899270245,0.0,0.0,0.0,0.0,0.4123959570263103,0.0,0.2653724302572959,0.0,0.4123959570263103,0.0,0.4123959570263103,0.0,0.0,0.4123959570263103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09382332449635122,0.0,0.0,0.0,0.0,0.4012576147310217,0.0,0.2702209139781912,0.0,0.4012576147310217,0.0,0.4012576147310217,0.0,0.0,0.2866125671754413,0.0,0.0,0.0,0.09553752239181376,0.0,0.4012576147310217,0.0,0.0,0.0,0.0,0.0,0.0,0.09553752239181376,0.0,0.0,0.0,0.0,0.19107504478362752,0.0,0.0,0.0,0.38215008956725505,0.0,0.0,0.0,0.0,0.5374838642742111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14907119291192455,0.0,0.0,0.0,0.0,0.2981423858238491,0.0,0.0,0.0,0.2981423858238491,0.0,0.5374838642742111,0.0,0.0,0.4472135787357737,0.0,0.0,0.0,0.14907119291192455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.0,0.28398090359070693,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,1.0
0.2587745762745806,0.0,0.40897665866576594,0.0,0.17251638418305373,0.0,0.0,0.0,0.0,0.40897665866576594,0.0,0.40897665866576594,0.0,0.40897665866576594,0.0,0.24397500501934735,0.0,0.0,0.40897665866576594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08625819209152687,0.0,0.0,0.0,0.0,0.4200840312458564,0.0,0.4200840312458564,0.0,0.4200840312458564,0.0,0.2630668073037638,0.0,0.0,0.18601632733249276,0.0,0.0,0.0,0.09300816366624638,0.0,0.4200840312458564,0.0,0.0,0.0,0.0,0.0,0.0,0.09300816366624638,0.0,0.0,0.0,0.0,0.18601632733249276,0.0,0.0,0.0,0.37203265466498553,0.0,0.0,0.0,0.0,0.5374838642742111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14907119291192455,0.0,0.0,0.0,0.0,0.2981423858238491,0.0,0.0,0.0,0.2981423858238491,0.0,0.5374838642742111,0.0,0.0,0.4472135787357737,0.0,0.0,0.0,0.14907119291192455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.0,0.28398090359070693,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,1.0
0.1831858195978704,0.0,0.4161182102321838,0.0,0.1831858195978704,0.0,0.0,0.0,0.0,0.4161182102321838,0.0,0.2590638649627683,0.0,0.4161182102321838,0.0,0.4161182102321838,0.0,0.0,0.4161182102321838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167006100721248,0.0,0.2721151253327863,0.0,0.4167006100721248,0.0,0.4167006100721248,0.0,0.0,0.19241445450614122,0.0,0.0,0.0,0.09620722725307061,0.0,0.4167006100721248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19241445450614122,0.0,0.0,0.0,0.38482890901228245,0.0,0.0,0.0,0.0,0.5432144904037731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30178580855119125,0.0,0.0,0.0,0.30178580855119125,0.0,0.5432144904037731,0.0,0.0,0.45267871282678684,0.0,0.0,0.0,0.15089290427559562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31173983043639375,0.0,0.0,0.0,0.5188385203483771,0.0,0.0,0.0,0.0,0.4676097456545906,0.0,0.0,0.0,0.15586991521819688,0.0,0.0,0.0,0.0,0.31173983043639375,0.0,0.5188385203483771,0.0,0.15586991521819688,0.0,0.0,0.0,0.0,1.0
0.1858235317934418,0.0,0.44520155424542396,0.0,0.1858235317934418,0.0,0.0,0.0,0.0,0.44520155424542396,0.0,0.26279415324351085,0.0,0.44520155424542396,0.0,0.26279415324351085,0.0,0.0,0.44520155424542396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44969505287636363,0.0,0.2770306199434961,0.0,0.44969505287636363,0.0,0.2770306199434961,0.0,0.0,0.19589023415268203,0.0,0.0,0.0,0.09794511707634102,0.0,0.44969505287636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19589023415268203,0.0,0.0,0.0,0.39178046830536406,0.0,0.0,0.0,0.0,0.5064863522795343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771369843130488,0.0,0.0,0.0,0.2771369843130488,0.0,0.5064863522795343,0.0,0.0,0.5064863522795343,0.0,0.0,0.0,0.2771369843130488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012375993421794,0.0,0.0,0.0,0.5076546632019704,0.0,0.0,0.0,0.0,0.5076546632019704,0.0,0.0,0.0,0.3012375993421794,0.0,0.0,0.0,0.0,0.1506187996710897,0.0,0.5076546632019704,0.0,0.1506187996710897,0.0,0.0,0.0,0.0,1.0
0.18196862468146352,0.0,0.4145531415489136,0.0,0.18196862468146352,0.0,0.0,0.0,0.0,0.4145531415489136,0.0,0.25734249144079147,0.0,0.4145531415489136,0.0,0.4145531415489136,0.0,0.0,0.4145531415489136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09098431234073176,0.0,0.0,0.0,0.0,0.4067587236221047,0.0,0.26338598023706694,0.0,0.4067587236221047,0.0,0.4067587236221047,0.0,0.0,0.2793630250242525,0.0,0.0,0.0,0.0931210083414175,0.0,0.4067587236221047,0.0,0.0,0.0,0.0,0.0,0.0,0.0931210083414175,0.0,0.0,0.0,0.0,0.186242016682835,0.0,0.0,0.0,0.37248403336567,0.0,0.0,0.0,0.0,0.5432144904037731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15089290427559562,0.0,0.0,0.0,0.0,0.45267871282678684,0.0,0.0,0.0,0.30178580855119125,0.0,0.5432144904037731,0.0,0.0,0.30178580855119125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15264062098664818,0.0,0.0,0.0,0.0,0.30528124197329637,0.0,0.0,0.0,0.44449622240502545,0.0,0.0,0.0,0.0,0.30528124197329637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44449622240502545,0.0,0.44449622240502545,0.0,0.44449622240502545,0.0,0.0,0.0,0.0,1.0
0.3555590613825098,0.0,0.4135046526375978,0.0,0.1777795306912549,0.0,0.0,0.0,0.0,0.4135046526375978,0.0,0.251418218032631,0.0,0.4135046526375978,0.0,0.251418218032631,0.0,0.0,0.4135046526375978,0.0,0.1257091090163155,0.0,0.0,0.0,0.1257091090163155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4473760198626329,0.0,0.2695329560442297,0.0,0.4473760198626329,0.0,0.2695329560442297,0.0,0.0,0.1905885850529364,0.0,0.0,0.0,0.1905885850529364,0.0,0.4473760198626329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905885850529364,0.0,0.0,0.0,0.3811771701058728,0.0,0.0,0.0,0.0,0.42674188000016866,0.0,0.1787424904444512,0.0,0.0,0.0,0.1787424904444512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42674188000016866,0.0,0.0,0.0,0.25278005957131094,0.0,0.42674188000016866,0.0,0.0,0.42674188000016866,0.0,0.0,0.0,0.37917008935696644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283752162524242,0.0,0.0,0.0,0.48237871114710873,0.0,0.0,0.0,0.0,0.48237871114710873,0.0,0.0,0.0,0.4256282437863631,0.0,0.0,0.0,0.0,0.141876081262121,0.0,0.48237871114710873,0.0,0.141876081262121,0.0,0.0,0.0,0.0,1.0
0.32813350152733645,0.0,0.37160305628628604,0.0,0.16406675076366822,0.0,0.0,0.0,0.0,0.37160305628628604,0.0,0.37160305628628604,0.0,0.37160305628628604,0.0,0.34803814827962665,0.0,0.0,0.37160305628628604,0.0,0.11601270954821558,0.0,0.0,0.0,0.11601270954821558,0.0,0.0,0.0,0.0,0.0,0.0,0.16406675076366822,0.0,0.0,0.0,0.0,0.37354368794468584,0.0,0.37354368794468584,0.0,0.37354368794468584,0.0,0.373543687406293,0.0,0.0,0.3521803535846327,0.0,0.0,0.0,0.2641352651884745,0.0,0.37354368794468584,0.0,0.0,0.0,0.0,0.0,0.0,0.17609017679231634,0.0,0.0,0.0,0.0,0.08804508839615817,0.0,0.0,0.0,0.2641352651884745,0.0,0.0,0.0,0.0,0.4468875302019426,0.0,0.19090087658859772,0.0,0.0,0.0,0.19090087658859772,0.0,0.0,0.0,0.0,0.0,0.0,0.26997461452109495,0.0,0.0,0.0,0.0,0.4468875302019426,0.0,0.0,0.0,0.26997461452109495,0.0,0.4468875302019426,0.0,0.0,0.4049619217816424,0.0,0.0,0.0,0.13498730726054747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28398090359070693,0.0,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.0,0.0,0.14199045179535347,0.0,0.0,0.0,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.4192928020260286,0.0,0.0,0.0,0.0,1.0
0.3537745600593582,0.0,0.4049135042028495,0.0,0.1768872800296791,0.0,0.0,0.0,0.0,0.4049135042028495,0.0,0.3752345987788175,0.0,0.4049135042028495,0.0,0.12507819253650598,0.0,0.0,0.4049135042028495,0.0,0.12507819253650598,0.0,0.0,0.0,0.12507819253650598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44200027459682895,0.0,0.4068942316891315,0.0,0.44200027459682895,0.0,0.13563140291123887,0.0,0.0,0.19181177358776005,0.0,0.0,0.0,0.09590588679388003,0.0,0.44200027459682895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19181177358776005,0.0,0.0,0.0,0.3836235471755201,0.0,0.0,0.0,0.0,0.42674188000016866,0.0,0.1787424904444512,0.0,0.0,0.0,0.1787424904444512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42674188000016866,0.0,0.0,0.0,0.25278005957131094,0.0,0.42674188000016866,0.0,0.0,0.42674188000016866,0.0,0.0,0.0,0.37917008935696644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283752162524242,0.0,0.0,0.0,0.48237871114710873,0.0,0.0,0.0,0.0,0.48237871114710873,0.0,0.0,0.0,0.4256282437863631,0.0,0.0,0.0,0.0,0.141876081262121,0.0,0.48237871114710873,0.0,0.141876081262121,0.0,0.0,0.0,0.0,1.0
0.3704974408150538,0.0,0.45034875761966553,0.0,0.1852487204075269,0.0,0.0,0.0,0.0,0.45034875761966553,0.0,0.0,0.0,0.45034875761966553,0.0,0.0,0.0,0.0,0.45034875761966553,0.0,0.1309906236015746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5234301392316324,0.0,0.0,0.0,0.5234301392316324,0.0,0.0,0.0,0.0,0.10895340513170883,0.0,0.0,0.0,0.21790681026341766,0.0,0.5234301392316324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10895340513170883,0.0,0.0,0.0,0.3268602153951265,0.0,0.0,0.0,0.0,0.5264823051196675,0.0,0.21110015322678655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985407061045932,0.0,0.0,0.0,0.2985407061045932,0.0,0.5264823051196675,0.0,0.0,0.44781105915688985,0.0,0.0,0.0,0.1492703530522966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14940356828496626,0.0,0.0,0.0,0.4371171804195667,0.0,0.0,0.0,0.0,0.4371171804195667,0.0,0.0,0.0,0.14940356828496626,0.0,0.0,0.0,0.0,0.4371171804195667,0.0,0.4371171804195667,0.0,0.4371171804195667,0.0,0.0,0.0,0.0,1.0
0.1858235317934418,0.0,0.44520155424542396,0.0,0.1858235317934418,0.0,0.0,0.0,0.0,0.44520155424542396,0.0,0.26279415324351085,0.0,0.44520155424542396,0.0,0.26279415324351085,0.0,0.0,0.44520155424542396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44969505287636363,0.0,0.2770306199434961,0.0,0.44969505287636363,0.0,0.2770306199434961,0.0,0.0,0.19589023415268203,0.0,0.0,0.0,0.09794511707634102,0.0,0.44969505287636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19589023415268203,0.0,0.0,0.0,0.39178046830536406,0.0,0.0,0.0,0.0,0.5064863522795343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771369843130488,0.0,0.0,0.0,0.2771369843130488,0.0,0.5064863522795343,0.0,0.0,0.5064863522795343,0.0,0.0,0.0,0.2771369843130488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012375993421794,0.0,0.0,0.0,0.5076546632019704,0.0,0.0,0.0,0.0,0.5076546632019704,0.0,0.0,0.0,0.3012375993421794,0.0,0.0,0.0,0.0,0.1506187996710897,0.0,0.5076546632019704,0.0,0.1506187996710897,0.0,0.0,0.0,0.0,1.0
